,CategoryName,ServiceName,FacilityName,BuildingNumber,Address,Address2,Borough,Latitude,ZipCode,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Website,CategoriesServicesID,FacilityID
30,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,271 Beach 20th Street,,Queens,40.5970904,11691,-73.7551864,(718) 327-2121,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723330
31,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2151 86th Street,,Brooklyn,40.6027171,11214,-73.9945497,(718) 266-5000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723331
32,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2151 86th Street,,Brooklyn,40.6027171,11214,-73.9945497,(718) 266-2630,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723332
33,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,778 Manor Road,,Staten Island,40.608066,10314,-74.121672,(718) 761-5500,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723333
34,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,8430 New Utrecht Avenue,,Brooklyn,40.6081339,11214,-74.002056,(718) 232-4204,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723334
35,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1654 Richmond Avenue,,Staten Island,40.6083516,10314,-74.1642734,(718) 761-2900,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723335
36,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1654 Richmond Avenue,,Staten Island,40.6083516,10314,-74.1642734,(718) 761-2900,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723336
37,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,4112 Avenue U,,Brooklyn,40.6085031,11234,-73.9232147,(718) 253-0200,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723337
38,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,6831 Bay Parkway,,Brooklyn,40.6110412,11204,-73.9839442,(718) 837-1471,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723338
39,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1933 Victory Boulevard,,Staten Island,40.6128465,10314,-74.1287215,(718) 447-0300,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723339
40,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1125 Bay Street,,Staten Island,40.6158843,10305,-74.0670056,(718) 273-4896,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723340
41,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2320 Ralph Avenue,,Brooklyn,40.6213139,11234,-73.9178411,(718) 209-8121,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723341
42,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1571 Forest Avenue,,Staten Island,40.6251199,10302,-74.1402446,(718) 448-8744,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723342
43,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2045 Forest Avenue,,Staten Island,40.6267079,10303,-74.1574388,(718) 982-8019,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723343
44,Drug and Alcohol Services,Naloxone in Pharmacies,Agustin Pharmacy,,39-20 29 Street,,Queens,40.753163,11101,-73.934812,(718) 937-8160,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723195
45,Drug and Alcohol Services,Naloxone in Pharmacies,Ahma RX,,2381 Frederick Douglass Boulevard,,Manhattan,40.812108,10027,-73.950141,(212) 749-6626,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723196
46,Drug and Alcohol Services,Naloxone in Pharmacies,AJ Woodhaven Pharmacy,,62-04B Woodhaven Boulevard,,Queens,40.72667,11374,-73.8708096,(718) 899-2001,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://healthmartcovidvaccine.com/"">Visit this organization's website</a>",2,239723197
47,Drug and Alcohol Services,Naloxone in Pharmacies,AJ's Village Chemist,,74-05 Metropolitan Avenue,,Queens,40.7130816,11379,-73.8780348,(718) 894-9000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723198
48,Drug and Alcohol Services,Naloxone in Pharmacies,All American Druggist,,1101 Brighton Beach Avenue,,Brooklyn,40.5781399,11235,-73.9566774,(718) 891-2801,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723199
49,Drug and Alcohol Services,Naloxone in Pharmacies,Allure Specialty Pharmacy,,4377 Bronx Boulevard,,Bronx,40.8995388,10466,-73.8584144,(866) 239-1559,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723200
50,Drug and Alcohol Services,Naloxone in Pharmacies,Almark Pharmacy,,2094 Linden Boulevard,,Brooklyn,40.660824,11207,-73.885379,(347) 770-8633,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723201
51,Drug and Alcohol Services,Naloxone in Pharmacies,Amani Pharmacy,,"1162 Liberty Avenue, 1162 LIBERTY AVENUE",,Brooklyn,40.678782,11208,-73.866481,(347) 425-1996,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723202
52,Drug and Alcohol Services,Naloxone in Pharmacies,Amazon Pharmacy,,43-10 Queens Boulevard,,Queens,40.743449,11104,-73.921278,(718) 786-0707,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723203
53,Drug and Alcohol Services,Naloxone in Pharmacies,Ambar Pharmacy,,2544A White Plains Road,,Bronx,40.8645098,10467,-73.8671962,(718) 994-4444,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.ambarpharmacy.com"">Visit this organization's website</a>",2,239723204
54,Drug and Alcohol Services,Naloxone in Pharmacies,Amboy Pharmacy,,7095 Amboy Road,,Staten Island,40.514366,10307,-74.2357,(718) 966-0083,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723205
55,Drug and Alcohol Services,Naloxone in Pharmacies,Amiable Pharmacy,,1108 Liberty Avenue,,Brooklyn,40.6783611,11208,-73.8683927,(718) 827-7528,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://amiableph.com"">Visit this organization's website</a>",2,239723206
56,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,6702 Ft Hamilton Parkway,,Brooklyn,40.6296656,11219,-74.0111837,(718) 238-8530,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723344
57,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,501 Forest Avenue,,Staten Island,40.6308147,10310,-74.10624,(718) 815-1606,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723345
58,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1598 Flatbush Avenue,,Brooklyn,40.6315059,11210,-73.9467515,(718) 637-5006,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723346
59,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,4901 Kings Highway,,Brooklyn,40.6343753,11234,-73.9289096,(718) 252-3791,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723347
60,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,411 Ditmas Avenue,,Brooklyn,40.6361437,11218,-73.9746695,(718) 435-6317,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723348
61,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1070 Flatbush Ave,,Brooklyn,40.6443879,11226,-73.9582541,(718) 282-5330,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723349
62,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,10204 Flatlands Avenue,,Brooklyn,40.6460233,11236,-73.8964372,(718) 257-0440,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723350
63,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1346 Pennsylvania Avenue,,Brooklyn,40.6470548,11239,-73.8826297,(718) 642-2727,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723351
64,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,519 Gateway Drive,,Brooklyn,40.6529575,11239,-73.8700236,(718) 235-7139,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723352
65,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1249 Nostrand Avenue,,Brooklyn,40.6567175,11225,-73.9498049,(718) 282-6614,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723353
66,Drug and Alcohol Services,Naloxone in Pharmacies,Andy Pharmacy II,,1341 St. Nicholas Avenue,,Manhattan,40.8469145,10033,-73.935739,(212) 795-3033,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723207
67,Drug and Alcohol Services,Naloxone in Pharmacies,Anh Pharmacy Inc,,3167 Fulton Street,,Brooklyn,40.681948,11208,-73.878214,(718) 484-8044,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723208
68,Drug and Alcohol Services,Naloxone in Pharmacies,Annadale Family Pharmacy,,831 Annadale Road,,Staten Island,40.5415721,10312,-74.1771393,(718) 227-8710,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723209
69,Drug and Alcohol Services,Naloxone in Pharmacies,An-Noor Pharmacy,,35 101 Avenue,,Brooklyn,40.6794692,11208,-73.863511,(718) 827-4000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723210
70,Drug and Alcohol Services,Naloxone in Pharmacies,Ansonia Phamacy,,446 Avenue Of The Americas,,Manhattan,40.7349104,10011,-73.9983217,(212) 477-0762,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723211
71,Drug and Alcohol Services,Naloxone in Pharmacies,Archi Med Pharmacy,,6 Bay 50 Street,,Brooklyn,40.588447,11214,-73.98392,(718) 333-1215,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723212
72,Drug and Alcohol Services,Naloxone in Pharmacies,Arrochar Pharmacy,,121 Mc Clean Avenue,,Staten Island,40.598295,10305,-74.065736,(718) 447-3117,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723213
73,Drug and Alcohol Services,Naloxone in Pharmacies,Arrow Pharmacy,,883 9th Avenue,,Manhattan,40.7681859,10019,-73.9857755,(212) 245-8469,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723214
74,Drug and Alcohol Services,Naloxone in Pharmacies,Art Pharmacy,,70-60 Kissena Boulevard,,Queens,40.730411,11367,-73.815052,(718) 263-9400,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723215
75,Drug and Alcohol Services,Naloxone in Pharmacies,Arthur Avenue  Pharmacy,,2343 Arthur Avenue,,Bronx,40.854563,10458,-73.8887524,(212) 477-0762,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723216
76,Drug and Alcohol Services,Naloxone in Pharmacies,Artis Pharmacy,,80-02 Eliot Avenue,,Queens,40.7249532,11379,-73.8788945,(718) 429-6611,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723217
77,Drug and Alcohol Services,Naloxone in Pharmacies,Asbell Pharmacy,,1600 St Nicholas Avenue,,Manhattan,40.8549485,10040,-73.9293011,(212) 937-5994,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723218
78,Drug and Alcohol Services,Naloxone in Pharmacies,Ascan Pharmacy,,101-21 Metropolitan Avenue,,Queens,40.710589,11375,-73.851603,(718) 793-6747,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723219
79,Drug and Alcohol Services,Naloxone in Pharmacies,Asencio Pharmacy,,154 East 174th Street,,Bronx,40.8447455,10457,-73.90959,(718) 299-2416,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723220
80,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,157-05 Cross Bay Boulevard,,Queens,40.6623376,11414,-73.8399766,(718) 848-4507,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723354
81,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,341 9th Street,,Brooklyn,40.6688043,11215,-73.9848391,(718) 499-3332,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723355
82,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,395 Court Street,,Brooklyn,40.6798099,11231,-73.9968912,(718) 222-1193,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723356
83,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,97-01 Liberty Avenue,,Queens,40.6814267,11417,-73.8418573,(718) 835-8383,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723357
84,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,139 Flatbush Avenue,,Brooklyn,40.6847533,11217,-73.9775144,(718) 290-1110,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723358
85,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,83-02 Atlantic Avenue,,Queens,40.6852173,11416,-73.857582,(718) 296-2126,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723359
86,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,30 Flatbush Avenue,,Brooklyn,40.6880486,11217,-73.9805705,(718) 858-6712,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723360
87,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,150 Court Street,,Brooklyn,40.6889791,11201,-73.9929629,(718) 237-5866,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723361
88,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,445 Gold Street,,Brooklyn,40.6909903,11201,-73.9829908,(718) 260-8227,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723362
89,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,170-05 Linden Boulevard,,Queens,40.6918128,11434,-73.7797276,(718) 262-9533,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723363
90,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,218 Myrtle Avenue,,Brooklyn,40.6933338,11201,-73.9795657,(718) 596-2460,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723364
91,Drug and Alcohol Services,Naloxone in Pharmacies,Astoria Organix Pharmacy,,37-20 31 Avenue,,Queens,40.761955,11103,-73.918458,(718) 255-1338,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723221
92,Drug and Alcohol Services,Naloxone in Pharmacies,Atlantic Pharmacy & Surgical Supplies,,1706 Atlantic Avenue,,Brooklyn,40.6771916,11213,-73.9340748,(718) 221-2608,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723222
93,Drug and Alcohol Services,Naloxone in Pharmacies,Avalon Chemists,,7 2 Avenue,,Manhattan,40.723944,10003,-73.991082,(212) 260-3131,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723223
94,Drug and Alcohol Services,Naloxone in Pharmacies,Avenue C Pharmacy,,178 Avenue C,,Manhattan,40.7265445,10009,-73.9766687,(212) 228-0764,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723224
95,Drug and Alcohol Services,Naloxone in Pharmacies,Avenue M Pharmacy,,1206 Avenue M,,Brooklyn,40.617686,11230,-73.962629,(718) 376-2836,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723225
96,Drug and Alcohol Services,Naloxone in Pharmacies,Avenue X Drugs,,3050 Avenue X,,Brooklyn,40.594346,11235,-73.935701,(347) 497-7333,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723226
97,Drug and Alcohol Services,Naloxone in Pharmacies,B & T Pharmacy West Brighton Pharmacy,,702 Castleton Avenue,,Staten Island,40.634594,10310,-74.1060875,(718) 273-7200,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723227
98,Drug and Alcohol Services,Naloxone in Pharmacies,B & T Port Richmond Pharmacy,,251 Port Richmond Avenue,,Staten Island,40.634758,10302,-74.135567,(718) 720-1111,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723228
