,CategoryName,ServiceName,FacilityName,BuildingNumber,Address,Address2,Borough,Latitude,ZipCode,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Website,CategoriesServicesID,FacilityID
10,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),HealthCare Choices,,"6209 16th Avenue, main floor",,Brooklyn,40.623329,11204,-73.9930756,718-234-0073,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.healthcarechoicesny.org/substance-abuse-services/"">Visit this organization's website</a>",172,239723164
11,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),HealthCare Choices at East NY,,179 Jamaica Avenue,,Brooklyn,40.6800111,11207,-73.8941405,929-267-5354,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.healthcarechoicesny.org/substance-abuse-services/"">Visit this organization's website</a>",172,239723165
12,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Montefiore Comprehensive Family Care Center (CFCC),,1621 Eastchester Road,,Bronx,40.8455189,10461,-73.8454901,718-405-8227,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.montefiore.org/mmg-comprehensive-family-care-center"">Visit this organization's website</a>",172,239723166
13,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Montefiore Family Care Center (FCC),,3444 Kossuth Avenue,,Bronx,40.8812288,10467,-73.8810948,718-405-8227,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.montefiore.org/mmg-family-care-center"">Visit this organization's website</a>",172,239723167
14,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Montefiore Family Health Center (FHC),,"1 Fordham Plaza, 5",,Bronx,40.860739,10458,-73.889585,929-220-8411,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.montefiore.org/family-health-center"">Visit this organization's website</a>",172,239723168
15,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Park Avenue Family Health Center,,4196 Park Avenue,,Bronx,40.8470772,10457,-73.8991932,718-734-2539,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://acacianetwork.org/primary-care/"">Visit this organization's website</a>",172,239723169
16,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Park Ridge Family Health Center,,"6317 4 Avenue, Main floor",,Brooklyn,40.6385806,11220,-74.0202967,646-906-2685,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://nyulangone.org/locations/park-ridge-family-health-center-at-nyu-langone"">Visit this organization's website</a>",172,239723170
17,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Primary Care Treatment Center for HIV and Infectious Diseases,,880 Bergen Street,,Brooklyn,40.677301,11238,-73.958161,718-613-7609,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.interfaithmedical.com/about/service-centers/"">Visit this organization's website</a>",172,239723171
18,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),REACH Clinic at Internal Medicine Associates - Mount Sinai,,"17 East 102 Street, 7th Floor Area D",,Manhattan,40.7914837,10029,-73.9520137,646-951-1693,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.mountsinai.org/care/primary-care/upper-east-side/ima/reach"">Visit this organization's website</a>",172,239723172
19,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Ryan Chelsea-Clinton Community Health Center,,645 10th Avenue,,Manhattan,40.7620291,10036,-73.9941421,212-710-9029 x5829,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""http://ryanhealth.org/"">Visit this organization's website</a>",172,239723173
20,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Ryan Health West 97th Street,,"110 West 97th Street, Ground Floor",,Manhattan,40.7935824,10025,-73.9675886,212-3167965 ext 6965,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://ryanhealth.org/locations/william-f-ryan-community-health-center"">Visit this organization's website</a>",172,239723174
21,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Sun River Health Church Avenue,,"2412 Church Avenue, 1st Floor",,Brooklyn,40.650672,11226,-73.956017,855-681-8700,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.sunriver.org/services/substance-use-services/"">Visit this organization's website</a>",172,239723175
22,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Sun River Health Matilda Raffa Cuomo/Sutphin Health Center,,105-04 Sutphin Boulevard,,Queens,40.695533,11435,-73.803573,855-681-8700,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.sunriver.org/services/substance-use-services/"">Visit this organization's website</a>",172,239723176
23,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Sun River Health Staten Island Health Center,,"57 Bay Street, 1st Floor",,Staten Island,40.6406139,10301,-74.0754267,855-681-8700,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.sunriver.org/services/substance-use-services/"">Visit this organization's website</a>",172,239723177
24,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),"Sunset Park Family Health Center Adult Medicine, Station 12",,150 55th Street,,Brooklyn,40.6466634,11220,-74.0209235,646-906-2685,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://nyulangone.org/locations/sunset-park-family-health-center-at-nyu-langone-55th-street"">Visit this organization's website</a>",172,239723178
25,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Sydenham Health Center,,264 West 118 Street,,Manhattan,40.80527,10026,-73.953353,212-932-6617,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.nychealthandhospitals.org/locations/gotham-health-sydenham/"">Visit this organization's website</a>",172,239723179
26,Drug and Alcohol Services,Buprenorphine Treatment<br/>(with Nurse Care Manager),Williamsbridge Family Practice Center (WBFP),,3011 Boston Road,,Bronx,40.869761,10469,-73.857246,929-220-8411,Call to schedule an appointment,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.montefiore.org/wbfp"">Visit this organization's website</a>",172,239723180
